6jt4XlR6GE96GPRUr2XdxX,Waimanalo Blues,"['Country Comfort', 'Billy Kaui', 'Chuck Lee', 'Randy Lorenzo', 'Jimmy Freudenberg', 'Eugene Matsumura', 'Huge Hawaiian Hit']",255880,1992,1992,0.855,0.738,0.357,0.00689,0.111,-12.418,0.0383,119.475,0.376,1,7,41,0
7vekvqFt9YQA0ZQKFrv6Ml,Have A Cigar,['Primus'],327200,3/12/92,1992,0.0109,0.673,0.762,0.186,0.0543,-9.544,0.0435,133.793,0.749,0,4,42,0
1weVfOVVCNUadzABZeXg7j,Thanx,['Sublime'],263347,6/1/92,1992,0.135,0.641,0.704,0,0.269,-7.827,0.291,97.491,0.76,1,11,39,1
39SV8I6A8knhMZ2yv1LUnM,So Alone,['Men At Large'],447547,1992,1992,0.0754,0.629,0.364,0,0.0258,-12.721,0.0286,122.083,0.471,0,9,38,0
7BbQQzr1suaBHpJDXDXIj9,Texas Flood,['Larry Davis'],163373,2/16/92,1992,0.89,0.467,0.277,7.66E-05,0.2,-12.101,0.0283,99.83,0.535,1,8,49,0
6pMliTILbMMQJVFvru12DX,Give U My Heart (feat. Toni Braxton),"['Babyface', 'Toni Braxton']",301627,6/30/92,1992,0.0723,0.71,0.749,1.76E-05,0.0519,-10.485,0.0496,103.852,0.819,1,8,41,0
1Dsd1Nu06UbNmelEhPxKgB,Kayleigh,['Marillion'],243413,6/8/92,1992,0.0188,0.562,0.671,0.00378,0.0947,-7.21,0.0269,106.002,0.595,1,2,58,0
5tZr0hfXpFCp6Kej0Q7lZv,Digging In The Dirt,['Peter Gabriel'],318013,9/27/92,1992,0.219,0.713,0.729,0.00233,0.141,-8.218,0.0711,80.934,0.538,1,1,38,0
5GhBGo6KpVsdhZHv0dzknO,Closer You And I,['Gino Padilla'],194840,1992,1992,0.432,0.205,0.479,0,0.142,-11.446,0.0342,199.591,0.232,1,0,53,0
44vDsPxPEk7MmL6Qk9eEyN,Debajo de Tu Piel,['Caifanes'],209040,6/8/92,1992,0.659,0.681,0.626,1.32E-06,0.0435,-9.028,0.0312,104.043,0.645,0,11,54,0
